,idx_vacancies,labels,name,prof_code,prof_name,prof_text,prof_type,sc,vac_text,vector_sim
11843,25025.0,5.0,Менеджер проектов ИТ,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Мониторинг и управление договорами в проектах малого и среднего уровня сложности в области ИТ Проводить переговоры",skills,0.0,Хорошие коммуникативные навыки.,TfIdf
11844,25025.0,5.0,Менеджер проектов ИТ,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Организация заключения дополнительных соглашений к договорам в проектах малого и среднего уровня сложности в области ИТ Разрабатывать документы",skills,0.0,Хорошие коммуникативные навыки.,TfIdf
11845,25025.0,5.0,Менеджер проектов ИТ,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Организация заключения дополнительных соглашений к договорам в проектах малого и среднего уровня сложности в области ИТ Проводить переговоры",skills,0.0,Хорошие коммуникативные навыки.,TfIdf
11328,11641.0,5.0,Менеджер по продажам / Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Ведение отчетности по статусу конфигурации ИС Ведение истории изменения базовых версий конфигурации ИС",activities,0.14290665198953936,Ведение отчетной документации,TfIdf
11243,11641.0,5.0,Менеджер по продажам / Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Ведение отчетности по статусу конфигурации ИС в соответствии с полученным планом Ведение истории изменения базовых версий конфигурации ИС",activities,0.14285320760066292,Ведение отчетной документации,TfIdf
11327,11641.0,5.0,Менеджер по продажам / Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Ведение отчетности по статусу конфигурации ИС Ведение истории изменений базовых элементов конфигурации ИС",activities,0.1427744896218687,Ведение отчетной документации,TfIdf
11242,11641.0,5.0,Менеджер по продажам / Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Ведение отчетности по статусу конфигурации ИС в соответствии с полученным планом Ведение истории изменения базовых элементов конфигурации ИС",activities,0.14272119331932506,Ведение отчетной документации,TfIdf
11260,11641.0,5.0,Менеджер по продажам / Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Согласование документации в соответствии с установленными регламентами Рабочие согласования документации",activities,0.10671467880119767,Ведение отчетной документации,TfIdf
10452,4890.0,5.0,Руководитель проекта 1C,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Привлечение (набор) персонала для работы в проектах малого и среднего уровня сложности в области ИТ Ведущий руководитель проектов",posts,0.10833471862604814,"Привлечение к решению задач аналитиков и ведущих специалистов по различным вопросам (техническим, финансовым, правовым и т.д.)",TfIdf
10594,4890.0,5.0,Руководитель проекта 1C,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Привлечение (набор) персонала в проектах люоого для работы уровня сложности в области ИТ Ведущий руководитель проектов",posts,0.10596288041466165,"Привлечение к решению задач аналитиков и ведущих специалистов по различным вопросам (техническим, финансовым, правовым и т.д.)",TfIdf
11396,4890.0,5.0,Руководитель проекта 1C,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Привлечение (набор) персонала для работы в проектах малого и среднего уровня сложности в области ИТ Привлечение при необходимости альтернативных аналогичных ресурсов, работников с меньшим уровнем квалификации, субподрядчиков, виртуальных команд",activities,0.09908879782855537,"Привлечение к решению задач аналитиков и ведущих специалистов по различным вопросам (техническим, финансовым, правовым и т.д.)",TfIdf
11602,4890.0,5.0,Руководитель проекта 1C,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Привлечение (набор) персонала в проектах люоого для работы уровня сложности в области ИТ Привлечение при необходимости альтернативных аналогичных ресурсов, работников с меньшим уровнем квалификации, субподрядчиков, виртуальных команд",activities,0.098836320169965,"Привлечение к решению задач аналитиков и ведущих специалистов по различным вопросам (техническим, финансовым, правовым и т.д.)",TfIdf
11157,4890.0,5.0,Руководитель проекта 1C,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Привлечение (набор) персонала в проектах люоого для работы уровня сложности в области ИТ Рекомендуется: работа по профессиям ""системный аналитик"" и/или ""архитектор программного обеспечения""",requirements_for_practical_experience,0.09467779809180824,"Привлечение к решению задач аналитиков и ведущих специалистов по различным вопросам (техническим, финансовым, правовым и т.д.)",TfIdf
11611,26410.0,5.0,Руководитель проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление эффективностью работы команды в проектах любого уровня сложности в области ИТ Оценка эффективности мероприятий по развитию и управлению командой проекта",activities,0.17138453361965433,"Управление проектной командой (координация, распределение и контроль выполнения задач)",TfIdf
11405,26410.0,5.0,Руководитель проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Управление эффективностью команды в проектах малого и среднего уровня сложности в области ИТ Оценка эффективности мероприятий по развитию и управлению командой проекта",activities,0.17047622256071063,"Управление проектной командой (координация, распределение и контроль выполнения задач)",TfIdf
12270,26410.0,5.0,Руководитель проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Командообразование и развитие команды проекта в проектах малого и среднего уровня сложности в области ИТ Методы формирования проектных команд",knowledge,0.16754804652502528,"Управление проектной командой (координация, распределение и контроль выполнения задач)",TfIdf
12466,26410.0,5.0,Руководитель проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Командообразование и развитие команды проекта в проектах любого уровня сложности в области ИТ Методы формирования проектных команд",knowledge,0.1667989016037074,"Управление проектной командой (координация, распределение и контроль выполнения задач)",TfIdf
10907,26410.0,5.0,Руководитель проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление эффективностью работы команды в проектах любого уровня сложности в области ИТ Повышение квалификации в области проектного менеджмента",education_and_training_requirements,0.1535548125644744,"Управление проектной командой (координация, распределение и контроль выполнения задач)",TfIdf
11305,28262.0,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по анализу требований в соответствии с полученным планом Контроль выполнения работ по анализу требований и анализ требований в соответствии с утвержденным планом",activities,0.4342810868457639,Анализ процессов и требований к проекту,TfIdf
12182,28262.0,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по анализу требований в соответствии с полученным планом Инструменты и методы анализа требований",knowledge,0.4118154636036541,Анализ процессов и требований к проекту,TfIdf
11705,28262.0,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление анализом требований в проектах любого уровня сложности Организация, выполнение работ и управление анализом требований",activities,0.3834543814372085,Анализ процессов и требований к проекту,TfIdf
12545,28262.0,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление анализом требований в проектах любого уровня сложности Инструменты и методы анализа требований",knowledge,0.38280073869457765,Анализ процессов и требований к проекту,TfIdf
12183,28262.0,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по анализу требований в соответствии с полученным планом Инструменты и методы верификации требований в проектах в области ИТ",knowledge,0.3594153248808334,Анализ процессов и требований к проекту,TfIdf
11551,26986.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование управления изменениями в проектах любого уровня сложности в области ИТ Разработка плана управления изменениями",activities,0.1969914022290447,"Проектирование, управление процессом разработки, внедрения и дальнейшего техническое сопровождение технического решения, включая необходимые доработки и изменения функциональности",TfIdf
11341,26986.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Анализ запросов на изменение в проектах малого и среднего уровня сложности в области ИТ Определение необходимых изменений в ИС для реализации запроса на изменение",activities,0.18855271808781374,"Проектирование, управление процессом разработки, внедрения и дальнейшего техническое сопровождение технического решения, включая необходимые доработки и изменения функциональности",TfIdf
11553,26986.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование управления изменениями в проектах любого уровня сложности в области ИТ Утверждение плана управления изменениями",activities,0.18381463218770655,"Проектирование, управление процессом разработки, внедрения и дальнейшего техническое сопровождение технического решения, включая необходимые доработки и изменения функциональности",TfIdf
11338,26986.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Планирование управления изменениями в проектах малого и среднего уровня сложности в области ИТ Разработка плана управления изменениями",activities,0.18295749408316067,"Проектирование, управление процессом разработки, внедрения и дальнейшего техническое сопровождение технического решения, включая необходимые доработки и изменения функциональности",TfIdf
12412,26986.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование управления изменениями в проектах любого уровня сложности в области ИТ Управление изменениями в проекте",knowledge,0.1816389557820599,"Проектирование, управление процессом разработки, внедрения и дальнейшего техническое сопровождение технического решения, включая необходимые доработки и изменения функциональности",TfIdf
11243,3096.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Ведение отчетности по статусу конфигурации ИС в соответствии с полученным планом Ведение истории изменения базовых версий конфигурации ИС",activities,0.32855608987938495,Ведение документации по проектам,TfIdf
11242,3096.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Ведение отчетности по статусу конфигурации ИС в соответствии с полученным планом Ведение истории изменения базовых элементов конфигурации ИС",activities,0.3282524628428409,Ведение документации по проектам,TfIdf
11291,3096.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Завершение проекта в соответствии с полученным заданием Передача результатов проекта заказчику согласно договору и проектной документации",activities,0.32061147027261905,Ведение документации по проектам,TfIdf
11260,3096.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Согласование документации в соответствии с установленными регламентами Рабочие согласования документации",activities,0.3196081783299153,Ведение документации по проектам,TfIdf
11267,3096.0,5.0,Руководитель проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Контроль хранения документации в соответствии с установленными регламентами Обеспечение архивирования документации",activities,0.3193129116670737,Ведение документации по проектам,TfIdf
11670,25152.0,5.0,Менеджер проектов (веб-студия),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Завершение проекта в проектах любого уровня сложности в области ИТ Организация передачи всех результатов проекта заказчику согласно договору и проектной документации",activities,0.23444661674942976,взаимодействие с клиентом на всех этапах разработки проекта;,TfIdf
12481,25152.0,5.0,Менеджер проектов (веб-студия),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Обучение управлению проектами Все дисциплины управления проектами",knowledge,0.23172621401255117,взаимодействие с клиентом на всех этапах разработки проекта;,TfIdf
12482,25152.0,5.0,Менеджер проектов (веб-студия),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Создание офиса управления проектами Все дисциплины управления проектами",knowledge,0.2290638616611354,взаимодействие с клиентом на всех этапах разработки проекта;,TfIdf
11641,25152.0,5.0,Менеджер проектов (веб-студия),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Организация исполнения работ проекта в проектах любого уровня сложности в области ИТ Назначение членов команды проекта на выполнение работ по проекту в соответствии с планами проекта и требуемой квалификацией",activities,0.19901416489266346,взаимодействие с клиентом на всех этапах разработки проекта;,TfIdf
10601,25152.0,5.0,Менеджер проектов (веб-студия),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Разработка новых инструментов и методов управления проектами Руководитель проектов и программ проектов",posts,0.19689704640734118,взаимодействие с клиентом на всех этапах разработки проекта;,TfIdf
12574,15014.0,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Распространение информации в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.16037897126072637,навыки подготовки презентаций;,TfIdf
12375,15014.0,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Распространение информации в проектах малого и среднего уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.15757397631530712,навыки подготовки презентаций;,TfIdf
12579,15014.0,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление заинтересованными сторонами в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.15664927477376311,навыки подготовки презентаций;,TfIdf
12421,15014.0,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Согласование запросов на изменение в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.15507446939082048,навыки подготовки презентаций;,TfIdf
12380,15014.0,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Управление заинтересованными сторонами в проектах малого и среднего уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.1540323208784769,навыки подготовки презентаций;,TfIdf
11756,21957.0,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Идентификация конфигурации информационной системы (ИС) в соответствии с полученным планом Работать с системой контроля версий",skills,0.05608629260693605,Опыт внедрения системы 1С:ERP,TfIdf
11410,21957.0,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Подготовка предложений по методам повышения эффективности системы управления проектами Инициирование корректирующих и предупреждающих действий на основании опыта, полученного при выполнении проектов",activities,0.047281387280446105,Опыт внедрения системы 1С:ERP,TfIdf
