function_id,text,id,part_type_id,ind
872,Выставление нужных адресов и прерываний,17092,4,17104
872,Установка переключателей на платах,17093,4,17105
872,Подсоединение шин,17094,4,17106
872,Установка параметров специальной микросхемы динамической памяти компьютера,17095,4,17107
872,Форматирование низкого уровня,17096,4,17108
872,Организация разделов (партиций),17097,4,17109
872,Форматирование высокого уровня,17098,4,17110
873,Выделение томов под каждую файловую систему в случае поддержания операционной системой нескольких файловых систем,17099,4,17111
873,"Монтирование томов, на которых будут располагаться файловые системы",17100,4,17112
874,Установка аппаратно-программных средств защиты системного программного обеспечения,17101,4,17113
874,Настройка аппаратно-программных средств защиты системного программного обеспечения,17102,4,17114
874,Проведение регламентов обеспечения защиты информации в соответствии с политикой информационной безопасности,17103,4,17115
874,Проведение регламентов обеспечения защиты информационных систем в соответствии с политикой информационной безопасности (в том числе управление правами доступа),17104,4,17116
875,Анализ динамики изменения показателей качества работы инфокоммуникационной системы и/или ее составляющих,17105,4,17117
875,"Разработка предложений по модернизации аппаратных, программно-аппаратных и программных технических средств",17106,4,17118
875,"Анализ качества выполнения работ на соответствие инструкциям по эксплуатации аппаратных, программно-аппаратных и программных технических средств",17107,4,17119
875,Составление анкет для выявления требований и пожеланий по обнаружению системных проблем обработки информации,17108,4,17120
875,Анализ выявленных требований и пожеланий по обнаружению системных проблем обработки информации,17109,4,17121
876,Отслеживание отечественных и зарубежных разработок в области информационных и коммуникационных технологий,17110,4,17122
876,"Разработка предложений по модернизации аппаратных, программно-аппаратных и программных средств инфокоммуникационной системы",17111,4,17123
876,"Подготовка аналитических отчетов по обзору новых аппаратных, программно-аппаратных и программных решений",17112,4,17124
877,"Изучение нормативной и технической документации на аппаратные средства и программное обеспечение, использующие новые инфокоммуникационные технологии",17113,4,17125
877,"Освоение аппаратных средств и программного обеспечения, использующих новые инфокоммуникационные технологии",17114,4,17126
877,Внедрение в практику администрирования новых инфокоммуникационных технологий,17115,4,17127
877,"Подготовка рекомендаций по эксплуатации аппаратных средств и программного обеспечения, использующих новые инфокоммуникационные технологии",17116,4,17128
877,"Подготовка руководства пользователя аппаратных средств и программного обеспечения, использующих новые инфокоммуникационные технологии",17117,4,17129
878,Сравнение обновленной и предыдущей версии программного обеспечения,17118,4,17130
878,"Проверка совместимости обновленных версий аппаратных, программно-аппаратных и программных средств",17119,4,17131
878,Обновление программного обеспечения,17120,4,17132
878,Корректировка действий при обнаружении ошибок обновления,17121,4,17133
845,Вести нормативно-техническую документацию по СКС,17122,5,17134
845,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17123,5,17135
845,Организовывать инвентаризацию технических средств,17124,5,17136
845,Фиксировать в журнале инвентарный номер устройства и месторасположение установленного устройства,17125,5,17137
845,Маркировать элементы СКС,17126,5,17138
846,Применять специализированные контрольно-измерительные приборы и оборудование,17127,5,17139
846,Работать со специализированными коммутационными кабелями - патч-кордами,17128,5,17140
846,Вести нормативно-техническую документацию,17129,5,17141
847,Соблюдать процедуру установки прикладного программного обеспечения в соответствии с требованиями организации-производителя,17130,5,17142
847,"Идентифицировать инциденты, возникающие при установке программного обеспечения, и принимать решение по изменению процедуры установки",17131,5,17143
847,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17132,5,17144
848,Идентифицировать инциденты при работе прикладного программного обеспечения,17133,5,17145
848,Оценивать степень критичности инцидентов при работе прикладного программного обеспечения,17134,5,17146
848,Устранять возникающие инциденты,17135,5,17147
849,Анализировать функционирование инфокоммуникационной системы по выбранным параметрам,17136,5,17148
849,Использовать специализированное программное обеспечение для оптимизации функционирования прикладного программного обеспечения,17137,5,17149
849,Выполнять настройку прикладного программного обеспечения в соответствии с принятыми критериями оптимизации,17138,5,17150
850,Анализировать функционирование интегрируемого прикладного программного обеспечения,17139,5,17151
850,Выполнять настройку прикладного программного обеспечения,17140,5,17152
850,Оценивать функционирование прикладного программного обеспечения в рамках единой структуры инфокоммуникационной системы,17141,5,17153
851,Выполнять настройку прикладного программного обеспечения в соответствии с регламентами обеспечения информационной безопасности,17142,5,17154
851,Производить авторизацию пользователей прикладного программного обеспечения,17143,5,17155
851,Применять программно-аппаратные средства защиты информации,17144,5,17156
851,Применять программные средства защиты информации,17145,5,17157
852,Применять отраслевую нормативную документацию на аппаратное обеспечение инфокоммуникационной системы,17146,5,17158
852,Оформлять техническую документацию на аппаратное обеспечение инфокоммуникационной системы,17147,5,17159
852,Применять отраслевую нормативную документацию на программно-аппаратное обеспечение инфокоммуникационной системы,17148,5,17160
852,Оформлять техническую документацию на программно-аппаратное обеспечение инфокоммуникационной системы,17149,5,17161
852,Применять отраслевую нормативную документацию на программное обеспечение инфокоммуникационной системы,17150,5,17162
852,Оформлять нормативную и техническую документацию на программное обеспечение инфокоммуникационной системы,17151,5,17163
853,"Оценивать инциденты, возникающие в ходе эксплуатации аппаратного обеспечения и поддерживающей инфраструктуры",17152,5,17164
853,"Оценивать технические параметры аппаратного обеспечения и поддерживающей инфраструктуры, необходимые для эффективного функционирования прикладного программного обеспечения",17153,5,17165
853,Формировать критерии для выбора аппаратного обеспечения и поддерживающей инфраструктуры,17154,5,17166
853,Идентифицировать класс аппаратного обеспечения и поддерживающей инфраструктуры для эффективного функционирования прикладного программного обеспечения,17155,5,17167
854,Конфигурировать УАТС,17156,5,17168
854,Конфигурировать периферийные устройства,17157,5,17169
854,Конфигурировать абонентские устройства,17158,5,17170
854,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17159,5,17171
854,Организовывать инвентаризацию периферийных и абонентских технических средств,17160,5,17172
855,Идентифицировать права пользователей по доступу к программно-аппаратным средствам информационных служб инфокоммуникационной системы и/или ее составляющих,17161,5,17173
855,Применять специальные программно-аппаратные средства контроля доступа пользователей к программно-аппаратным средствам информационных служб инфокоммуникационной системы,17162,5,17174
855,"Пользоваться нормативно-технической документацией на администрируемые аппаратные, программно-аппаратные и программные средства",17163,5,17175
856,Отличать штатный режим работы инфокоммуникационной системы и/или ее составляющих от нештатного режима работы,17164,5,17176
856,Применять специализированные контрольно-измерительные средства,17165,5,17177
856,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17166,5,17178
857,Устанавливать программно-аппаратные средства инфокоммуникационной системы и/или ее составляющих,17167,5,17179
857,Выбирать способы восстановления работоспособности инфокоммуникационной системы и/или ее составляющих,17168,5,17180
857,Документировать причины сбоев и результаты восстановления работоспособности программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих,17169,5,17181
857,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17170,5,17182
858,Описывать работу инфокоммуникационной системы и/или ее составляющих и отклонения от штатного режима работы,17171,5,17183
858,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17172,5,17184
859,Анализировать требования проектной документации,17173,5,17185
859,"Проверять правильность монтажа аппаратных, программно-аппаратных и программных средств инфокоммуникационной инфраструктуры",17174,5,17186
859,"Проводить испытания вводимых в эксплуатацию аппаратных, программно-аппаратных и программных средств инфокоммуникационной инфраструктуры",17175,5,17187
859,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17176,5,17188
860,Заказывать комплектующие изделия для обслуживания периферийного оборудования,17177,5,17189
860,Инсталлировать комплектующие изделия в инфокоммуникационные устройства,17178,5,17190
860,Организовывать транспортировку комплектующих изделий,17179,5,17191
860,Составлять акты списания поврежденных устройств,17180,5,17192
860,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17181,5,17193
861,Вести техническую документацию по объектам инфокоммуникационной системы,17182,5,17194
861,"Контролировать наличие и движение аппаратных, программно-аппаратных и программных средств",17183,5,17195
861,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17184,5,17196
862,Применять различные методы управления сетевыми устройствами,17185,5,17197
862,Применять методы задания базовых параметров и параметров защиты от несанкционированного доступа к операционным системам,17186,5,17198
862,Использовать методы статической и динамической конфигурации параметров операционных систем,17187,5,17199
862,Применять специальные процедуры по управлению сетевыми устройствами,17188,5,17200
862,"Параметризировать протоколы канального, сетевого и транспортного уровня модели взаимодействия открытых систем",17189,5,17201
862,Применять средства контроля и оценки конфигураций операционных систем,17190,5,17202
862,Определять механизм изменения и модификации базовой конфигурации,17191,5,17203
862,Внедрять процесс проверки текущей конфигурации на соответствие заданным базовым параметрам (аудит конфигурации),17192,5,17204
862,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17193,5,17205
862,Восстанавливать параметры по умолчанию согласно документации по операционным системам,17194,5,17206
862,Восстанавливать параметры при помощи серверов архивирования,17195,5,17207
862,Восстанавливать параметры при помощи средств управления специализированными операционными системами сетевого оборудования,17196,5,17208
862,Использовать типовые процедуры восстановления данных,17197,5,17209
862,Работать с серверами архивирования и средствами управления операционными системами,17198,5,17210
863,Выяснять приемлемые для пользователей параметры работы сети в условиях нормальной обычной работы (базовые параметры),17199,5,17211
863,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17200,5,17212
863,Использовать современные методы контроля производительности инфокоммуникационных систем,17201,5,17213
864,Определять механизм изменения и модификации базовой конфигурации,17202,5,17214
864,Внедрять процесс проверки текущей конфигурации на соответствие заданным базовым параметрам (аудит конфигурации),17203,5,17215
864,Конфигурировать операционные системы,17204,5,17216
864,Конфигурировать сетевые устройства,17205,5,17217
864,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17206,5,17218
865,Использовать современные стандарты при настройке параметров администрируемых устройств и программного обеспечения,17207,5,17219
865,Применять программно-аппаратные средства для диагностики отказов и ошибок сетевых устройств,17208,5,17220
865,Применять программно-аппаратные средства для диагностики отказов и ошибок программного обеспечения,17209,5,17221
865,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17210,5,17222
866,Использовать современные стандарты при администрировании устройств и программного обеспечения,17211,5,17223
866,Применять штатные программно-аппаратные средства для контроля производительности сетевой инфраструктуры,17212,5,17224
866,Применять внешние программно-аппаратные средства для контроля производительности сетевой инфраструктуры,17213,5,17225
866,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17214,5,17226
867,Использовать современные средства администрирования баз данных,17215,5,17227
867,Применять современные контрольно-измерительные средства,17216,5,17228
867,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17217,5,17229
868,Загружать компоненты СУБД,17218,5,17230
868,Работать со специальным инструментарием администратора базы данных (ассистент конфигурирования и центр управления для реализации части операций),17219,5,17231
868,Копировать данные на различные носители,17220,5,17232
869,Работать со специальным инструментарием для администратора базы данных (монитор снимков и монитор событий),17221,5,17233
869,"Осуществлять самостоятельный поиск информации, необходимой для выполнения профессиональных задач",17222,5,17234
869,Авторизовать пользователей баз данных,17223,5,17235
869,Производить аутентификацию пользователей баз данных,17224,5,17236
869,Производить аудит пользователей баз данных,17225,5,17237
870,Архивировать базы данных,17226,5,17238
870,Определять точки восстановления данных,17227,5,17239
870,Применять современные методы и способы реорганизации и восстановления данных,17228,5,17240
870,"Осуществлять самостоятельный поиск информации, необходимой для выполнения профессиональных задач",17229,5,17241
870,Использовать современные программные средства резервирования данных,17230,5,17242
870,Использовать современные программно-аппаратные средства резервирования данных,17231,5,17243
871,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17232,5,17244
871,Проверять условия эксплуатации и выполнение требований по электропитанию оборудования,17233,5,17245
871,Использовать специальные средства при работе с оборудованием,17234,5,17246
871,Готовить рабочие таблицы файл-сервера,17235,5,17247
871,"Вычислять размер памяти для каждого тома, общую память, память, необходимую для работы самой операционной системы",17236,5,17248
872,Использовать специальные процедуры для повышения производительности и восстановления в случае сбоев дисковой подсистемы,17237,5,17249
872,Использовать специальные программные продукты для повышения производительности и восстановления в случае сбоев дисковой подсистемы,17238,5,17250
872,Конвергировать конкурирующие интерфейсы обмена данными,17239,5,17251
872,Зеркалировать диски,17240,5,17252
872,Пользоваться нормативно-технической документацией производителя дисковых подсистем,17241,5,17253
872,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17242,5,17254
873,Проверять тип файловой системы тома и ее целостность,17243,5,17255
873,Считывать системные структуры данных (оглавления тома),17244,5,17256
873,Инициализировать соответствующие модули операционной системы,17245,5,17257
873,Включать файловые системы в общее пространство имен,17246,5,17258
873,Пользоваться нормативно-технической документацией по файловым системам,17247,5,17259
873,Комбинировать имеющиеся системные средства и избегать их противоречий,17248,5,17260
874,Выполнять настройку системного программного обеспечения в соответствии с регламентами обеспечения информационной безопасности,17249,5,17261
874,"Проводить авторизацию пользователей, имеющих доступ к настройке системного программного обеспечения инфокоммуникационной системы организации",17250,5,17262
874,Применять программно-аппаратные средства защиты информации,17251,5,17263
874,Применять программные средства защиты информации,17252,5,17264
875,"Собирать данные для анализа показателей качества функционирования аппаратных, программно-аппаратных и программных технических средств инфокоммуникационной системы",17253,5,17265
875,"Рассчитывать показатели использования и функционирования аппаратных, программно-аппаратных и программных технических средств",17254,5,17266
875,Выявлять особенности новой продукции и правильно позиционировать ее на рынке,17255,5,17267
875,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17256,5,17268
875,"Работать с информацией в условиях неопределенности, избыточности и недостаточности исходных данных",17257,5,17269
876,Обосновывать предложения по реализации стратегии в области инфокоммуникационных технологий,17258,5,17270
876,Использовать программные комплексы для обработки статистической информации,17259,5,17271
876,Пользоваться нормативно-технической документацией в области инфокоммуникационных технологий,17260,5,17272
876,Документировать отчеты и предложения по развитию инфокоммуникационной системы,17261,5,17273
876,"Работать с информацией в условиях неопределенности, избыточности и недостаточности информации",17262,5,17274
876,Привлекать экспертов по смежным и профильным областям,17263,5,17275
877,Применять нормативную документацию на аппаратные средства,17264,5,17276
877,Применять отраслевую нормативную документацию на программное обеспечение,17265,5,17277
877,Оформлять техническую документацию на аппаратные средства,17266,5,17278
877,Оформлять техническую документацию на программное обеспечение,17267,5,17279
877,Использовать при оформлении руководства пользователя понятные технические термины,17268,5,17280
877,Использовать при оформлении руководства пользователя понятные графические пояснения,17269,5,17281
878,Пользоваться нормативно-технической документацией на администрируемое программное обеспечение,17270,5,17282
878,Анализировать технические параметры различных версий аппаратных средств,17271,5,17283
878,Анализировать технические параметры различных версий программно-аппаратных средств,17272,5,17284
878,Анализировать технические параметры различных версий программных средств,17273,5,17285
845,Среды передачи данных,17274,6,17286
845,Типы и технические характеристики кабелей связи,17275,6,17287
845,Составляющие волоконно-оптических линий передачи,17276,6,17288
845,Типы коннекторов телекоммуникационных кабелей,17277,6,17289
845,Подсистемы и элементы СКС,17278,6,17290
845,Стандарты создания телекоммуникаций служебных и производственных зданий,17279,6,17291
845,Планирование кабельных систем зданий,17280,6,17292
845,Методика построения системы телекоммуникаций служебных и производственных зданий,17281,6,17293
845,"Стандарты на помещения, в которых устанавливается СКС и телекоммуникационное оборудование",17282,6,17294
845,Стандарты администрирования телекоммуникационной инфраструктуры в служебных и производственных зданиях,17283,6,17295
845,Стандарты на инфраструктуру телекоммуникационной системы заземления и выравнивания потенциалов в служебных и производственных зданиях,17284,6,17296
845,Английский язык на уровне чтения технической документации в области информационных и компьютерных технологий,17285,6,17297
845,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17286,6,17298
846,Регламенты профилактических работ на администрируемой СКС,17287,6,17299
846,Специализированное программное обеспечение для работы с аппаратными средствами администрирования СКС,17288,6,17300
846,Стандарты администрирования телекоммуникационной инфраструктуры в служебных и производственных зданиях,17289,6,17301
846,Составляющие волоконно-оптических линий передачи,17290,6,17302
846,Типы коннекторов телекоммуникационных кабелей,17291,6,17303
846,Подсистемы и элементы СКС,17292,6,17304
846,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17293,6,17305
847,Лицензионные требования по настройке устанавливаемого программного обеспечения,17294,6,17306
847,"Основы архитектуры, устройства и функционирования вычислительных систем",17295,6,17307
847,"Принципы организации, состав и схемы работы операционных систем",17296,6,17308
847,Стандарты информационного взаимодействия систем,17297,6,17309
847,"Локальные правовые акты, действующие в организации",17298,6,17310
847,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17299,6,17311
848,Лицензионные требования по настройке и эксплуатации устанавливаемого программного обеспечения,17300,6,17312
848,"Основы архитектуры, устройства и функционирования вычислительных систем",17301,6,17313
848,"Принципы организации, состав и схемы работы операционных систем",17302,6,17314
848,Стандарты информационного взаимодействия систем,17303,6,17315
848,Основы делопроизводства,17304,6,17316
848,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17305,6,17317
848,"Локальные правовые акты, действующие в организации",17306,6,17318
848,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17307,6,17319
849,Основные параметры функционирования инфокоммуникационной системы,17308,6,17320
849,Методы измерения параметров функционирования прикладного программного обеспечения инфокоммуникационной системы,17309,6,17321
849,Методы контроля параметров функционирования прикладного программного обеспечения инфокоммуникационной системы,17310,6,17322
849,Методы мониторинга параметров функционирования прикладного программного обеспечения инфокоммуникационной системы,17311,6,17323
849,Принципы оптимизации инфокоммуникационных систем,17312,6,17324
849,Методы оптимизации инфокоммуникационных систем,17313,6,17325
849,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17314,6,17326
849,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17315,6,17327
850,Основные параметры функционирования интегрируемого прикладного программного обеспечения администрируемой инфокоммуникационной системы и/или ее составляющих,17316,6,17328
850,Методы измерения параметров функционирования прикладного программного обеспечения в рамках единой структуры инфокоммуникационной системы,17317,6,17329
850,Методы контроля параметров функционирования прикладного программного обеспечения в рамках единой структуры инфокоммуникационной системы,17318,6,17330
850,Методы мониторинга параметров функционирования прикладного программного обеспечения в рамках единой структуры инфокоммуникационной системы,17319,6,17331
850,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17320,6,17332
850,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17321,6,17333
851,Основы обеспечения информационной безопасности,17322,6,17334
851,"Локальные правовые акты в области информационной безопасности, действующие в организации",17323,6,17335
851,"Типовые уязвимости, учитываемые при настройке устанавливаемого программного обеспечения",17324,6,17336
851,"Типовые уязвимости, учитываемые при эксплуатации устанавливаемого программного обеспечения",17325,6,17337
851,Методы и средства защиты информации,17326,6,17338
851,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17327,6,17339
851,Регламенты обеспечения информационной безопасности,17328,6,17340
851,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17329,6,17341
852,"Требования к структуре, содержанию и оформлению нормативной документации",17330,6,17342
852,"Требования к структуре, содержанию и оформлению технической документации",17331,6,17343
852,Основы документационного обеспечения деятельности информационно-технологических структурных подразделений организации,17332,6,17344
852,"Локальные правовые акты, действующие в организации",17333,6,17345
852,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17334,6,17346
852,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17335,6,17347
853,Основные типы аппаратного обеспечения,17336,6,17348
853,Основные типы объектов поддерживающей инфраструктуры,17337,6,17349
853,Основные характеристики аппаратного обеспечения,17338,6,17350
853,Основные характеристики объектов поддерживающей инфраструктуры,17339,6,17351
853,Регламенты проведения профилактических работ на администрируемой инфокоммуникационной системе,17340,6,17352
853,"Локальные правовые акты, действующие в организации",17341,6,17353
853,"Требования охраны труда при работе с аппаратными, программно-аппаратными и программными средствами администрируемой инфокоммуникационной системы",17342,6,17354
854,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети",17343,6,17355
