id,code,name,general_function_id,qualification_level
748,D/05.6,"Выполнение всех видов ремонтно-восстановительных работ на антеннах (на осесимметричных, рупорно-параболических и перископических антеннах радиорелейных линий связи, панельных антеннах)",86,6
749,D/06.6,Выполнение всех видов ремонтно-восстановительных работ на стальных опорах и мачтах сложной конструкции,86,6
750,D/07.6,"Ремонт всех видов оборудования АМС (экспоненциальных трансформаторов, антенных коммутаторов, дегидраторов, мостов сложения, систем обогрева антенн и высокочастотных заземлений, грозозащитных устройств, устройств сигнализации)",86,6
751,D/08.6,Проверка металлических мачт и башен; подтяжка резьбовых соединений и устранение дефектов сварных швов,86,6
752,D/09.6,"Выполнение всех работ по содержанию подвижных систем, передвижных мостов и их регулировке",86,6
753,D/10.6,"Измерение всех параметров антенн, фидерных и волноводных трактов и поддержание их в норме (изоляции антенн, сопротивления заземления, коэффициента бегущей волны антенно-волноводного тракта, коэффициента эллиптичности)",86,6
754,A/01.4,Подготовка протоколов совещаний и интервью,87,4
755,A/02.4,Сбор и обработка результатов проектных исследований,87,4
756,A/03.4,Изучение работы системы или ее аналогов,87,4
757,A/04.4,Сопровождение функционального тестирования системы,87,4
758,A/05.4,Сопровождение разработки пользовательской документации системы,87,4
759,A/06.4,Техническая поддержка систем,87,4
760,A/07.4,Выявление требований к функциям системы,87,4
761,A/08.4,Формализация и документирование требований к функциям системы,87,4
762,A/09.4,Апробация реализации требований к функциям системы,87,4
763,A/10.4,Консультирование пользователей по работе с функциями системы,87,4
764,A/11.4,Консультирование заинтересованных лиц по требованиям к функциям системы,87,4
765,A/12.4,Обработка запросов на изменение к функциям системы,87,4
766,A/13.4,"Разработка разделов пользовательской документации, описывающих работу функций системы",87,4
767,A/14.4,"Разработка разделов проектной документации, описывающих работу функций системы",87,4
768,B/01.5,Планирование разработки или восстановления требований к системе и подсистеме,88,5
769,B/02.5,Выявление требований к системе и подсистеме,88,5
770,B/03.5,Формализация и документирование требований к системе и подсистеме,88,5
771,B/04.5,Анализ требований к системе и подсистеме,88,5
772,B/05.5,Представление требований к системе и подсистеме и изменений в них заинтересованным лицам,88,5
773,B/06.5,Согласование требований к системе и подсистеме,88,5
774,B/07.5,Разработка (частного) технического задания на систему и подсистему,88,5
775,B/08.5,Сопровождение предварительного тестирования системы и подсистемы,88,5
776,B/09.5,Обработка запросов на изменение требований к системе и подсистеме,88,5
777,B/10.5,Разработка регламентов эксплуатации системы и подсистемы,88,5
778,B/11.5,Сопровождение приемочных испытаний и ввода в эксплуатацию системы и подсистемы,88,5
779,B/12.5,Обучение пользователей работе с системой и подсистемой,88,5
780,B/13.5,Формирование и предоставление отчетности о ходе работ по разработке требований к системе и подсистеме,88,5
781,B/14.5,Выявление рисков и сообщение о них руководителю проекта,88,5
782,B/15.5,Поддержка заинтересованных лиц по требованиям к системе и подсистеме,88,5
783,C/01.6,Планирование разработки или восстановления требований к системе,89,6
784,C/02.6,Анализ проблемной ситуации заинтересованных лиц,89,6
785,C/03.6,Разработка бизнес-требований заинтересованных лиц,89,6
786,C/04.6,Постановка целей создания системы,89,6
787,C/05.6,Разработка концепции системы,89,6
788,C/06.6,Разработка технического задания на систему,89,6
789,C/07.6,Организация оценки соответствия требованиям существующих систем и их аналогов,89,6
790,C/08.6,"Представление концепции, технического задания на систему и изменений в них заинтересованным лицам",89,6
791,C/09.6,Организация согласования требований к системе,89,6
792,C/10.6,Разработка шаблонов документов требований,89,6
793,C/11.6,Постановка задачи на разработку требований к подсистемам и контроль их качества,89,6
794,C/12.6,Сопровождение приемочных испытаний и ввода в эксплуатацию системы,89,6
795,C/13.6,Обработка запросов на изменение требований к системе,89,6
796,D/01.7,Разработка технико-коммерческого предложения и участие в его защите,90,7
797,D/02.7,Разработка методик выполнения аналитических работ,90,7
798,D/03.7,Планирование аналитических работ в информационно-технологическом (далее - ИТ) проекте,90,7
799,D/04.7,Организация аналитических работ в ИТ-проекте,90,7
800,D/05.7,Контроль аналитических работ в ИТ-проекте,90,7
801,D/06.7,Составление отчетов об аналитических работах в ИТ-проекте,90,7
802,D/07.7,"Оценка квалификации, аттестация и планирование профессионального развития системных аналитиков",90,7
803,D/08.7,Управление процессами разработки и сопровождения требований к системам и управление качеством систем,90,7
804,D/09.7,Управление аналитическими ресурсами и компетенциями,90,7
805,D/10.7,Управление инфраструктурой разработки и сопровождения требований к системе,90,7
806,A/01.3,Обслуживание телефонной связи в организациях,91,3
807,A/02.3,"Обслуживание местной, внутризоновой, междугородней и международной телефонной связи",91,3
808,B/01.3,"Деятельность по приему, оформлению, обработке, передаче телеграмм по аппаратам различных типов",92,3
809,B/02.3,Последующая обработка телеграмм,92,3
810,B/03.3,"Оказание услуг, технологически связанных с услугой ""телеграмма"" (по желанию потребителей)",92,3
811,C/01.4,Прием и передача оперативной информации,93,4
812,C/02.4,Эксплуатационно-техническое обслуживание оборудования приемопередающих радиостанций,93,4
813,C/03.4,Эксплуатация и техническое обслуживание электросилового оборудования,93,4
814,A/01.3,Обработка обращений клиентов по вопросам эксплуатации инфокоммуникационных систем и/или их составляющих,94,3
815,A/02.3,"Инструктирование клиентов в решении типовых проблем, возникших при технической эксплуатации инфокоммуникационных систем и/или их составляющих",94,3
816,B/01.6,"Инструктирование клиентов в решении нетиповых проблем, возникших в процессе технической эксплуатации инфокоммуникационных систем и/или их составляющих",95,6
817,B/02.6,Контроль выполнения заявок клиентов специалистами по технической поддержке инфокоммуникационных систем и/или их составляющих,95,6
818,B/03.6,Обработка информации о работе специалистов с обращениями клиентов по вопросам технической поддержки инфокоммуникационных систем и/или их составляющих,95,6
819,C/01.6,"Консультирование клиентов по согласованным с соответствующими структурными подразделениями организации-поставщика срокам проведения работ по монтажу, пуску и наладке аппаратного, программного, и программно-аппаратного обеспечения инфокоммуникационных систем и/или их составляющих",96,6
820,C/02.6,"Устранение проблемных ситуаций, возникших у клиента при первичном конфигурировании аппаратного, программного и программно-аппаратного обеспечения инфокоммуникационных систем и/или их составляющих, в рамках компетенций, делегированных клиенту (дистанционно и/или на месте)",96,6
821,C/03.6,"Устранение возникшей у клиента в ходе эксплуатации проблемы на аппаратном, программном, и программно-аппаратном обеспечении инфокоммуникационных систем и/или их составляющих",96,6
822,D/01.7,Организация работы группы специалистов структурного подразделения технической поддержки по выполнению заявки клиентов на техническую поддержку инфокоммуникационных систем и/или их составляющих,97,7
823,D/02.7,Контроль качества выполнения группой специалистов заявок на техническую поддержку инфокоммуникационных систем и/или их составляющих,97,7
824,A/01.4,Графический дизайн по ранее определенному визуальному стилю,98,4
825,A/02.4,Подготовка графических материалов для включения в интерфейс,98,4
826,B/01.6,Создание визуального стиля интерфейса,99,6
827,B/02.6,Создание стилевых руководств к интерфейсу,99,6
828,B/03.6,Визуализация данных,99,6
829,C/01.6,Проектирование интерфейса по концепции или по образцу уже спроектированной части интерфейса,100,6
830,C/02.6,Формальная оценка интерфейса,100,6
831,C/03.6,Анализ обратной связи о пользовательском интерфейсе продукта,100,6
832,D/01.6,Формирование выборки респондентов (участников юзабилити-исследования или иного эргономического тестирования интерфейса),101,6
833,D/02.6,Планирование юзабилити-исследования,101,6
834,D/03.6,Проведение юзабилити-исследования,101,6
835,D/04.6,Сбор данных юзабилити-исследования,101,6
836,D/05.6,Анализ данных юзабилити-исследования,101,6
837,E/01.7,Разработка проектной документации по проектированию интерфейсов,102,7
838,E/02.7,Создание формальных методик оценки интерфейса,102,7
839,E/03.7,Концептуальное проектирование интерфейса,102,7
840,E/04.7,Создание структурных руководств по проектированию интерфейса и продуктовых стандартов на пользовательский интерфейс,102,7
841,F/01.7,Экспертный анализ эргономических характеристик программных продуктов и аппаратных средств,103,7
842,F/02.7,Анализ программных продуктов на предмет соответствия задачам пользователей,103,7
843,F/03.7,Разработка рекомендаций по оптимизации интерфейсных решений программных продуктов и аппаратных средств,103,7
844,F/04.7,"Определение возможных вариантов интерфейсных решений, наилучшим образом соответствующих задачам пользователей",103,7
845,A/01.4,Документирование инфраструктуры СКС и ее составляющих,104,4
846,A/02.4,Мониторинг СКС с целью локализации неисправностей,104,4
847,B/01.5,Установка прикладного программного обеспечения,105,5
848,B/02.5,Оценка критичности возникновения инцидентов при работе прикладного программного обеспечения,105,5
849,B/03.5,Оптимизация функционирования прикладного программного обеспечения,105,5
850,B/04.5,Интеграция прикладного программного обеспечения в единую структуру инфокоммуникационной системы,105,5
851,B/05.5,Реализация регламентов обеспечения информационной безопасности прикладного программного обеспечения,105,5
852,B/06.5,Разработка нормативно-технической документации на процедуры управления прикладным программным обеспечением,105,5
853,B/07.5,Разработка требований к аппаратному обеспечению и поддерживающей инфраструктуре для эффективного функционирования прикладного программного обеспечения,105,5
854,C/01.6,"Установка персональных компьютеров, учрежденческой автоматической телефонной станции (УАТС), подключение периферийных и абонентских устройств",106,6
855,C/02.6,Управление доступом к программно-аппаратным средствам информационных служб инфокоммуникационной системы,106,6
856,C/03.6,"Мониторинг событий, возникающих в процессе работы инфокоммуникационной системы",106,6
857,C/04.6,Восстановление работоспособности программно-аппаратных средств инфокоммуникационной системы и/или ее составляющих после сбоев,106,6
858,C/05.6,"Протоколирование событий, возникающих в процессе работы инфокоммуникационной системы",106,6
859,C/06.6,"Ввод в эксплуатацию аппаратных, программно-аппаратных и программных средств инфокоммуникационной инфраструктуры совместно с представителями поставщиков оборудования",106,6
860,C/07.6,Обслуживание периферийного оборудования,106,6
861,C/08.6,Организация инвентаризации технических средств,106,6
862,D/01.6,Настройка сетевых элементов инфокоммуникационной системы,107,6
863,D/02.6,Контроль использования ресурсов сетевых устройств и программного обеспечения,107,6
864,D/03.6,Управление безопасностью сетевых устройств и программного обеспечения,107,6
865,D/04.6,Диагностика отказов и ошибок сетевых устройств и программного обеспечения,107,6
866,D/05.6,Контроль производительности сетевой инфраструктуры инфокоммуникационной системы,107,6
867,D/06.6,Проведение регламентных работ на сетевых устройствах и программном обеспечении инфокоммуникационной системы,107,6
868,E/01.7,Инсталляция (установка) системы управления базой данных (СУБД),108,7
869,E/02.7,Мониторинг работы СУБД,108,7
870,E/03.7,Настройка систем резервного копирования и восстановления баз данных,108,7
871,F/01.7,Установка системного программного обеспечения,109,7
872,F/02.7,Оптимизация работы дисковой подсистемы (подсистемы ввода-вывода),109,7
873,F/03.7,Администрирование файловых систем,109,7
874,F/05.7,Реализация регламентов обеспечения информационной безопасности системного программного обеспечения инфокоммуникационной системы организации,109,7
875,G/01.7,Анализ системных проблем обработки информации на уровне инфокоммуникационной системы,110,7
876,G/02.7,Подготовка предложений по развитию инфокоммуникационной системы,110,7
877,G/03.7,Разработка нормативной и технической документации на аппаратные средства и программное обеспечение,110,7
878,G/04.7,"Контроль обновления версий аппаратных, программно-аппаратных и программных средств",110,7
879,A/01.4,Установка активных сетевых устройств,111,4
880,A/02.4,Настройка программного обеспечения сетевых устройств,111,4
881,A/03.4,Установка специальных средств управления сетевыми устройствами,111,4
882,B/01.5,Настройка параметров сетевых устройств и программного обеспечения согласно технологической политике организации,112,5
883,B/02.5,Инвентаризация параметров и функциональных схем работы сетевых устройств администрируемой сети,112,5
884,B/03.5,Оценка эффективности конфигурации сетевых устройств с точки зрения производительности сети и защиты от несанкционированного доступа,112,5
885,C/01.6,Оценка производительности сетевых устройств и программного обеспечения,113,6
886,C/02.6,Контроль использования сетевых устройств и программного обеспечения,113,6
887,C/03.6,Управление средствами тарификации сетевых ресурсов,113,6
888,C/04.6,Коррекция производительности сетевой инфокоммуникационной системы,113,6
889,D/01.6,Определение параметров безопасности и защиты программного обеспечения сетевых устройств,114,6
890,D/02.6,Установка специальных средств управления безопасностью администрируемой сети,114,6
891,D/03.6,Администрирование средств обеспечения безопасности удаленного доступа (операционных систем и специализированных протоколов),114,6
892,E/01.6,Выполнение регламентных работ по поддержке операционных систем сетевых устройств инфокоммуникационной системы,115,6
893,E/02.6,Планирование восстановления сетевой инфокоммуникационной системы,115,6
894,E/03.6,Восстановление параметров программного обеспечения сетевых устройств,115,6
895,E/04.6,Планирование модернизации сетевых устройств,115,6
896,F/01.7,Устранение сбоев и отказов сетевых устройств и операционных систем,116,7
897,F/02.7,Документирование ошибок в работе сетевых устройств и программного обеспечения,116,7
898,F/03.7,Устранение ошибок сетевых устройств и операционных систем,116,7
899,A/01.6,Разработка драйверов устройств,117,6
900,A/02.6,"Разработка компиляторов, загрузчиков, сборщиков",117,6
901,A/03.6,Разработка системных утилит,117,6
902,A/04.6,Создание инструментальных средств программирования,117,6
903,B/01.7,Разработка компонентов системы управления базами данных,118,7
904,B/02.7,Отладка разрабатываемой системы управления базами данных,118,7
905,B/03.7,Документирование разработанной системы управления базами данных в целом и ее компонентов,118,7
906,B/04.7,Сопровождение созданной системы управления базами данных,118,7
907,C/01.7,Формирование требований к операционной системе,119,7
908,C/02.7,Разработка архитектуры операционной системы,119,7
909,C/03.7,Написание компонентов операционной системы,119,7
910,C/04.7,Контроль соблюдения архитектуры в процессе написания операционной системы,119,7
911,C/05.7,Отладка разрабатываемых компонентов операционной системы,119,7
912,C/06.7,Документирование разрабатываемой операционной системы,119,7
913,C/07.7,Сопровождение созданной операционной системы,119,7
914,D/01.7,Планирование разработки системного программного обеспечения,120,7
915,D/02.7,Формирование группы программистов для разработки системного программного обеспечения,120,7
916,D/03.7,Организация работы программистов в группе по разработке системного программного обеспечения,120,7
917,D/04.7,Контроль деятельности рабочей группы программистов по разработке системного программного обеспечения,120,7
918,E/01.7,Планирование интеграции разработанного системного программного обеспечения,121,7
919,E/02.7,Внедрение разработанного системного программного обеспечения,121,7
920,A/01.5,"Работа с системой управления взаимоотношениями с клиентами*(3) при поиске клиентов, подготовке и продаже инфокоммуникационных систем и/или их составляющих",122,5
921,A/02.5,Составление коммерческих предложений по продаже инфокоммуникационных систем и/или их составляющих на основе типовых коммерческих предложений,122,5
922,A/03.5,Документарное сопровождение сделок по продаже инфокоммуникационных систем и/или их составляющих,122,5
923,A/04.5,Информирование клиентов о новых поступлениях и об условиях продажи инфокоммуникационных систем и/или их составляющих,122,5
924,B/01.6,Поиск потенциальных клиентов на покупку инфокоммуникационных систем и/или их составляющих,123,6
925,B/02.6,"Подготовка коммерческих предложений, документации для продажи инфокоммуникационных систем и/или их составляющих, в том числе для торгов, проводящихся по различной форме, запросов предложений от клиентов",123,6
926,B/03.6,Установление и поддержание контактов с существующими клиентами для обсуждения их потребностей в инфокоммуникационных системах и/или их составляющих,123,6
927,B/04.6,Контроль комплектации инфокоммуникационных систем и/или их составляющих при продаже и документарное сопровождение,123,6
928,C/01.6,Проведение консультаций по использованию и возможностям инфокоммуникационных систем и/или их составляющих,124,6
929,C/02.6,Контроль всего цикла продаж инфокоммуникационных систем и/или их составляющих,124,6
930,C/03.6,Управление комплексными проектами по продаже инфокоммуникационных систем и/или их составляющих,124,6
931,C/04.6,Составление аналитических отчетов по продажам инфокоммуникационных систем и/или их составляющих,124,6
932,D/01.7,Осуществление долгосрочного прогнозирования продаж инфокоммуникационных систем и/или их составляющих ключевым клиентам,125,7
933,D/02.7,Разработка комплекса мероприятий по увеличению объема продаж инфокоммуникационных систем и/или их составляющих ключевым клиентам,125,7
934,D/03.7,Управление проектом по продаже инфокоммуникационных систем и/или их составляющих ключевому клиенту,125,7
935,D/04.7,Формирование плановых показателей проектной группе по осуществлению сделки и контроль выполнения планов продаж инфокоммуникационных систем и/или их составляющих,125,7
936,D/05.7,"Координирование деятельности персонала, занимающегося продажами инфокоммуникационных систем и/или их составляющих",125,7
937,E/01.7,Осуществление долгосрочного прогнозирования продаж инфокоммуникационных систем и/или их составляющих,126,7
938,E/02.7,Разработка стратегии привлечения клиентов с целью увеличения объемов продаж инфокоммуникационных систем и/или их составляющих,126,7
939,E/03.7,"Управление персоналом, занимающимся продажами инфокоммуникационных систем и/или их составляющих",126,7
940,F/01.8,Построение системы обучения продажам инфокоммуникационных систем и/или их составляющих,127,8
941,F/02.8,"Измерение результативности, анализ и корректировка работы по продажам инфокоммуникационных систем и/или их составляющих",127,8
942,F/03.8,Согласование (утверждение) маркетингового плана по продвижению и реализации инфокоммуникационных систем и/или их составляющих,127,8
943,F/04.8,Формирование ценовой политики и стратегии ценообразования организации по продажам инфокоммуникационных систем и/или их составляющих,127,8
944,F/05.8,Разработка конкурентной стратегии организации с целью увеличения продаж инфокоммуникационных систем и/или их составляющих,127,8
945,A/01.5,"Установка программных, программно-аппаратных (в том числе криптографических) и технических средств и систем защиты СССЭ от НСД",128,5
946,A/02.5,"Обеспечение бесперебойной работы СССЭ, а также программных, программно-аппаратных (в том числе криптографических) и технических средств и систем их защиты от НСД",128,5
947,A/03.5,"Техническое обслуживание СССЭ, а также программных, программно-аппаратных (в том числе криптографических) и технических средств и систем их защиты от НСД",128,5
948,B/01.6,"Мониторинг функционирования СССЭ, защищенности от НСД сооружений и СССЭ",129,6
949,B/02.6,"Управление функционированием СССЭ, защищенностью от НСД сооружений и СССЭ",129,6
950,B/03.6,"Управление персоналом, обслуживающим сооружения и СССЭ, а также программные, программно-аппаратные (в том числе криптографические) и технические средства и системы их защиты от НСД",129,6
951,C/01.6,"Установка средств связи сетей связи специального назначения, включая средства криптографической защиты информации (СКЗИ)",130,6
952,C/02.6,"Обеспечение бесперебойной работы средств связи сетей связи специального назначения, включая СКЗИ",130,6
953,C/03.6,"Ведение специального делопроизводства и технических документов в процессе эксплуатации средств связи сетей связи специального назначения, включая СКЗИ",130,6
954,D/01.7,Анализ угроз информационной безопасности в сетях электросвязи,131,7
955,D/02.7,"Разработка средств и систем защиты СССЭ от НСД, защищенных телекоммуникационных систем (ЗТКС)",131,7
956,D/03.7,"Проведение научно-исследовательских и опытно-конструкторских работ (НИОКР) в сфере разработки средств и систем защиты СССЭ от НСД, создания ЗТКС",131,7
957,E/01.7,Организация функционирования сетей связи специального назначения и их средств связи,132,7
958,E/02.7,"Проведение НИОКР в сфере разработки сетей связи специального назначения и их средств связи, включая СКЗИ",132,7
959,E/03.7,Контроль защищенности от НСД и функциональности сетей связи специального назначения,132,7
960,F/01.7,Управление рисками систем защиты сетей электросвязи от НСД,133,7
961,F/02.7,"Управление отношениями с поставщиками и потребителями программных, программно-аппаратных (в том числе криптографических) и технических средств и систем защиты СССЭ от НСД",133,7
962,F/03.7,Управление отношениями с регуляторами в сфере защиты информации,133,7
963,G/01.8,"Исследование эффективности способов, средств и систем защиты СССЭ от НСД",134,8
964,G/02.8,"Разработка технологических процессов производства программных, программно-аппаратных (в том числе криптографических) и технических средств и систем защиты СССЭ от НСД",134,8
965,A/01.7,Автоматизированная информационно-аналитическая поддержка процессов принятия решений,135,7
966,A/02.7,"Решение типовых задач обработки информации в ИАС государственных органов, обеспечивающих национальную безопасность",135,7
967,A/03.7,"Решение типовых задач анализа информации в ИАС государственных органов, обеспечивающих национальную безопасность",135,7
968,B/01.7,Проведение предпроектного обследования служебной деятельности и информационных потребностей автоматизируемых подразделений,136,7
969,B/02.7,Выбор технологии и основных компонентов обеспечивающей части создаваемых ИАС,136,7
970,B/03.7,Разработка проектных документов на создаваемые ИАС,136,7
971,B/04.7,Проектирование обеспечивающей части ИАС,136,7
972,B/05.7,Исследование эффективности ИАС,136,7
973,C/01.7,Настройка ИАС для решения задач в сфере профессиональной деятельности,137,7
974,C/02.7,Обеспечение функционирования ИАС,137,7
975,C/03.7,Обеспечение функционирования средств защиты информации в ИАС,137,7
976,D/01.7,Управление работой коллектива информационно-аналитических работников и специалистов по созданию и эксплуатации ИАС,138,7
977,D/02.7,"Разработка нормативных, методических, организационно-распорядительных документов, регламентирующих функционирование ИАС",138,7
978,D/03.7,Организация работ по выполнению в ИАС требований защиты информации ограниченного доступа,138,7
979,E/01.8,Анализ и обобщение результатов научных исследований и разработок в области технологий АИАД,139,8
980,E/02.8,Моделирование и исследование технологий АИАД,139,8
981,E/03.8,"Выработка и внедрение научно обоснованных решений, повышающих эффективность технологий АИАД",139,8
982,A/01.5,Обслуживание программно-аппаратных средств защиты информации в операционных системах,140,5
983,A/02.5,Обслуживание программно-аппаратных средств защиты информации в компьютерных сетях,140,5
984,A/03.5,Обслуживание средств защиты информации прикладного и системного программного обеспечения,140,5
985,B/01.6,Администрирование подсистем защиты информации в операционных системах,141,6
986,B/02.6,Администрирование программно-аппаратных средств защиты информации в компьютерных сетях,141,6
987,B/03.6,Администрирование средств защиты информации прикладного и системного программного обеспечения,141,6
988,C/01.7,Проведение контрольных проверок работоспособности и эффективности применяемых программно-аппаратных средств защиты информации,142,7
989,C/02.7,"Разработка требований по защите, формирование политик безопасности компьютерных систем и сетей",142,7
990,C/03.7,Проведение анализа безопасности компьютерных систем,142,7
991,C/04.7,Проведение сертификации программно-аппаратных средств защиты информации и анализ результатов,142,7
992,C/05.7,Проведение инструментального мониторинга защищенности компьютерных систем и сетей,142,7
993,C/06.7,"Проведение экспертизы при расследовании компьютерных преступлений, правонарушений и инцидентов",142,7
994,D/01.8,Разработка требований к программно-аппаратным средствам защиты информации компьютерных систем и сетей,143,8
995,D/02.8,Проектирование программно-аппаратных средств защиты информации компьютерных систем и сетей,143,8
996,D/03.8,Разработка и тестирование средств защиты информации компьютерных систем и сетей,143,8
997,D/04.8,Сопровождение разработки средств защиты информации компьютерных систем и сетей,143,8
998,A/01.5,Проведение регламентных работ по эксплуатации систем защиты информации автоматизированных систем,144,5
999,A/02.5,"Ведение технической документации, связанной с эксплуатацией систем защиты информации автоматизированных систем",144,5
1000,A/03.5,Обеспечение защиты информации при выводе из эксплуатации автоматизированных систем,144,5
1001,B/01.6,Диагностика систем защиты информации автоматизированных систем,145,6
1002,B/02.6,Администрирование систем защиты информации автоматизированных систем,145,6
1003,B/03.6,Управление защитой информации в автоматизированных системах,145,6
1004,B/04.6,Обеспечение работоспособности систем защиты информации при возникновении нештатных ситуаций,145,6
1005,B/05.6,Мониторинг защищенности информации в автоматизированных системах,145,6
1006,B/06.6,Аудит защищенности информации в автоматизированных системах,145,6
1007,C/01.6,Установка и настройка средств защиты информации в автоматизированных системах,146,6
1008,C/02.6,Разработка организационно-распорядительных документов по защите информации в автоматизированных системах,146,6
1009,C/03.6,Анализ уязвимостей внедряемой системы защиты информации,146,6
1010,C/04.6,Внедрение организационных мер по защите информации в автоматизированных системах,146,6
1011,D/01.7,Тестирование систем защиты информации автоматизированных систем,147,7
1012,D/02.7,Разработка проектных решений по защите информации в автоматизированных системах,147,7
1013,D/03.7,Разработка эксплуатационной документации на системы защиты информации автоматизированных систем,147,7
1014,D/04.7,Разработка программных и программно-аппаратных средств для систем защиты информации автоматизированных систем,147,7
1015,E/01.8,Обоснование необходимости защиты информации в автоматизированной системе,148,8
1016,E/02.8,"Определение угроз безопасности информации, обрабатываемой автоматизированной системой",148,8
1017,E/03.8,Разработка архитектуры системы защиты информации автоматизированной системы,148,8
1018,E/04.8,Моделирование защищенных автоматизированных систем с целью анализа их уязвимостей и эффективности средств и способов защиты информации,148,8
1019,A/01.5,"Проведение работ по установке, настройке, испытаниям и техническому обслуживанию технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок",149,5
1020,A/02.5,"Проведение работ по установке, настройке, испытаниям и техническому обслуживанию технических средств защиты акустической речевой информации от утечки по техническим каналам",149,5
1021,A/03.5,"Проведение работ по установке, настройке, испытаниям и техническому обслуживанию программно-технических средств защиты информации от несанкционированного доступа",149,5
1022,B/01.6,"Проведение работ по установке, настройке и испытаниям защищенных технических средств обработки информации",150,6
1023,B/02.6,Проведение работ по техническому обслуживанию защищенных технических средств обработки информации,150,6
1024,C/01.6,"Производство, сервисное обслуживание и ремонт технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок",151,6
1025,C/02.6,"Производство, сервисное обслуживание и ремонт технических средств защиты акустической речевой информации от утечки по техническим каналам",151,6
1026,C/03.6,"Производство, сервисное обслуживание и ремонт программно-технических средств защиты информации от несанкционированного доступа",151,6
1027,C/04.6,"Производство, сервисное обслуживание и ремонт защищенных технических средств обработки информации",151,6
1028,C/05.6,"Производство, сервисное обслуживание и ремонт технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок",151,6
1029,C/06.6,"Производство, сервисное обслуживание и ремонт технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам",151,6
1030,C/07.6,"Производство, сервисное обслуживание и ремонт программно-технических средств контроля защищенности информации от несанкционированного доступа",151,6
1031,D/01.6,Проведение специальных исследований на побочные электромагнитные излучения и наводки технических средств обработки информации,152,6
1032,D/02.6,Проведение контроля защищенности информации от утечки за счет побочных электромагнитных излучений и наводок,152,6
1033,D/03.6,Проведение контроля защищенности акустической речевой информации от утечки по техническим каналам,152,6
1034,D/04.6,Проведение контроля защищенности информации от несанкционированного доступа,152,6
1035,E/01.7,Разработка технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок,153,7
1036,E/02.7,Разработка технических средств защиты акустической речевой информации от утечки по техническим каналам,153,7
1037,E/03.7,Разработка программно-технических средств защиты информации от несанкционированного доступа,153,7
1038,E/04.7,Разработка технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,153,7
1039,E/05.7,Разработка технических средств контроля эффективности мер защиты акустической речевой информации от утечки по техническим каналам,153,7
1040,E/06.7,Разработка программных (программно-технических) средств контроля защищенности информации от несанкционированного доступа,153,7
1041,F/01.7,Проектирование средств и систем информатизации в защищенном исполнении,154,7
1042,F/02.7,Проектирование систем защиты информации на объектах информатизации,154,7
1043,F/03.7,Проектирование выделенных (защищаемых) помещений,154,7
1044,G/01.7,Проведение аттестации объектов вычислительной техники на соответствие требованиям по защите информации,155,7
1045,G/02.7,Проведение аттестации выделенных (защищаемых) помещений на соответствие требованиям по защите информации,155,7
1046,H/01.7,Проведение сертификационных испытаний на соответствие требованиям безопасности информации технических средств защиты информации от утечки за счет побочных электромагнитных излучений и наводок,156,7
1047,H/02.7,Проведение сертификационных испытаний на соответствие требованиям безопасности информации технических средств защиты акустической речевой информации от утечки по техническим каналам,156,7
1048,H/03.7,Проведение сертификационных испытаний на соответствие требованиям по безопасности информации программных (программно-технических) средств защиты информации от несанкционированного доступа,156,7
1049,H/04.7,Проведение сертификационных испытаний на соответствие требованиям по безопасности информации технических средств обработки информации в защищенном исполнении,156,7
1050,H/05.7,Проведение сертификационных испытаний на соответствие требованиям по безопасности информации технических средств контроля эффективности мер защиты информации от утечки за счет побочных электромагнитных излучений и наводок,156,7
1051,H/06.7,Проведение сертификационных испытаний на соответствие требованиям по безопасности,156,7
1052,H/07.7,Проведение сертификационных испытаний на соответствие требованиям по безопасности,156,7
1053,I/01.8,Создание системы защиты информации в организации,157,8
1054,I/02.8,Ввод в эксплуатацию системы защиты информации в организации,157,8
1055,I/03.8,Сопровождение системы защиты информации в ходе ее эксплуатации,157,8
1056,A/01.3,Проверка и отладка программного кода,158,3
1057,A/02.3,Работа с системой контроля версий,158,3
1058,A/03.4,Верстка страниц ИР,158,4
1059,A/04.4,Кодирование на языках web-программирования,158,4
1060,A/05.4,"Тестирование ИР с точки зрения логической целостности (корректность ссылок, работа элементов форм)",158,4
1061,A/06.4,Тестирование интеграции ИР с внешними сервисами и учетными системами,158,4
1062,A/07.4,Проведение работ по резервному копированию ИР,158,4
1063,A/08.4,Управление доступом к данным и установка прав пользователей ИР,158,4
1064,A/09.4,Регистрация и обработка запросов заказчика в службе технической поддержки в соответствии с трудовым заданием,158,4
1065,B/01.5,Сбор предварительных данных для выявления требований к ИР,159,5
1066,B/02.5,Определение первоначальных требований заказчика к ИР и возможности их реализации,159,5
1067,B/03.5,Планирование коммуникаций с заказчиком в рамках типовых регламентов организации,159,5
1068,B/04.5,Проектирование разделов ИР,159,5
1069,B/05.5,Установка и настройка прикладного программного обеспечения и модулей,159,5
