id,function_id,text,part_type_id
14470,689,Особенности монтажа муфт конкретного типа,6
14471,689,Правила пользования измерительными приборами,6
14472,689,Правила и инструкции по охране труда,6
14473,690,Элементарные основы электротехники и основы телефонии,6
14474,690,"Отдельные положения правил, руководств и инструкций по эксплуатации кабельных сооружений",6
14475,690,Технология измерений параметров и испытаний оптических кабелей местных сетей связи,6
14476,690,Правила пользования измерительными приборами,6
14477,690,Методика обработки рефлексограмм с использованием программного обеспечения,6
14478,690,Правила и инструкции по охране труда,6
14479,691,Основы электротехники и основы телефонии,6
14480,691,"Отдельные положения правил, руководств и инструкций по эксплуатации кабельных сооружений",6
14481,691,Конструкции и характеристики оптических кабелей,6
14482,691,Технология монтажа оптоволоконных муфт различных типов,6
14483,691,Технология герметизации муфт горячим или холодным способом,6
14484,691,Технология монтажа кроссов различных типов,6
14485,691,Нормы расходов материалов,6
14486,691,Правила и инструкции по охране труда,6
14487,692,Основы электротехники и основы телефонии,6
14488,692,"Отдельные положения правил, руководств и инструкций по эксплуатации кабельных сооружений",6
14489,692,Организация обслуживания волоконно-оптических линий связи,6
14490,692,Конструктивные особенности всех обслуживаемых кабелей,6
14491,692,Правила выполнения профилактических и контрольных измерений,6
14492,692,Методы отыскания мест повреждения волоконно-оптических линий связи,6
14493,692,Методы устранения повреждений оптического волокна,6
14494,692,Методы устранения негерметичности оптического кабеля,6
14495,692,Правила работы с измерительными приборами,6
14496,692,Нормы расходов материалов,6
14497,692,Правила и инструкции по охране труда,6
14498,693,Основы электротехники и основы телефонии,6
14499,693,"Отдельные положения правил, руководств и инструкций по эксплуатации кабельных сооружений",6
14500,693,"Назначение и принцип действия измерительных приборов, применяемых при эксплуатации волоконно-оптических линий связи",6
14501,693,Правила работы с измерительными проборами,6
14502,693,Методы измерения параметров оптических кабелей,6
14503,693,Методы определения мест повреждения оптического кабеля,6
14504,693,Нормы приемо-сдаточных измерений элементарных кабельных участков,6
14505,693,Правила безопасности при работе с измерительными приборами,6
14506,693,Правила и инструкции по охране труда,6
14507,694,Антенщик-мачтовик 3-го разряда,1
14508,695,Антенщик-мачтовик 3-го разряда,1
14509,696,Антенщик-мачтовик 3-го разряда,1
14510,697,Антенщик-мачтовик 3-го разряда,1
14511,698,Антенщик-мачтовик 3-го разряда,1
14512,699,Антенщик-мачтовик 3-го разряда,1
14513,700,Антенщик-мачтовик 3-го разряда,1
14514,701,Антенщик-мачтовик 3-го разряда,1
14515,702,Антенщик-мачтовик 3-го разряда,1
14516,703,Антенщик-мачтовик 3-го разряда,1
14517,704,Антенщик-мачтовик 3-го разряда,1
14518,705,Антенщик-мачтовик 3-го разряда,1
14519,706,Антенщик-мачтовик 3-го разряда,1
14520,707,Антенщик-мачтовик 3-го разряда,1
14521,708,Антенщик-мачтовик 3-го разряда,1
14522,709,Антенщик-мачтовик 3-го разряда,1
14523,710,Антенщик-мачтовик 3-го разряда,1
14524,711,Антенщик-мачтовик 3-го разряда,1
14525,712,Антенщик-мачтовик 3-го разряда,1
14526,713,Антенщик-мачтовик 3-го разряда,1
14527,714,Антенщик-мачтовик 3-го разряда,1
14528,715,Антенщик-мачтовик 3-го разряда,1
14529,716,Антенщик-мачтовик 4-го разряда,1
14530,717,Антенщик-мачтовик 4-го разряда,1
14531,718,Антенщик-мачтовик 4-го разряда,1
14532,719,Антенщик-мачтовик 4-го разряда,1
14533,720,Антенщик-мачтовик 4-го разряда,1
14534,721,Антенщик-мачтовик 4-го разряда,1
14535,722,Антенщик-мачтовик 4-го разряда,1
14536,723,Антенщик-мачтовик 4-го разряда,1
14537,724,Антенщик-мачтовик 4-го разряда,1
14538,725,Антенщик-мачтовик 4-го разряда,1
14539,726,Антенщик-мачтовик 4-го разряда,1
14540,727,Антенщик-мачтовик 4-го разряда,1
14541,728,Антенщик-мачтовик 4-го разряда,1
14542,729,Антенщик-мачтовик 4-го разряда,1
14543,730,Антенщик-мачтовик 5-го разряда,1
14544,731,Антенщик-мачтовик 5-го разряда,1
14545,732,Антенщик-мачтовик 5-го разряда,1
14546,733,Антенщик-мачтовик 5-го разряда,1
14547,734,Антенщик-мачтовик 5-го разряда,1
14548,735,Антенщик-мачтовик 5-го разряда,1
14549,736,Антенщик-мачтовик 5-го разряда,1
14550,737,Антенщик-мачтовик 5-го разряда,1
14551,738,Антенщик-мачтовик 5-го разряда,1
14552,739,Антенщик-мачтовик 5-го разряда,1
14553,740,Антенщик-мачтовик 5-го разряда,1
14554,741,Антенщик-мачтовик 5-го разряда,1
14555,742,Антенщик-мачтовик 5-го разряда,1
14556,743,Антенщик-мачтовик 5-го разряда,1
14557,744,Антенщик-мачтовик 6-го разряда,1
14558,745,Антенщик-мачтовик 6-го разряда,1
14559,746,Антенщик-мачтовик 6-го разряда,1
14560,747,Антенщик-мачтовик 6-го разряда,1
14561,748,Антенщик-мачтовик 6-го разряда,1
14562,749,Антенщик-мачтовик 6-го разряда,1
14563,750,Антенщик-мачтовик 6-го разряда,1
14564,751,Антенщик-мачтовик 6-го разряда,1
14565,752,Антенщик-мачтовик 6-го разряда,1
14566,753,Антенщик-мачтовик 6-го разряда,1
14567,694,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14568,695,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14569,696,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14570,697,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14571,698,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14572,699,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14573,700,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14574,701,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14575,702,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14576,703,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14577,704,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14578,705,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14579,706,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14580,707,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14581,708,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14582,709,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14583,710,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14584,711,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14585,712,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14586,713,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14587,714,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14588,715,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих.",2
14589,716,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14590,717,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14591,718,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14592,719,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14593,720,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14594,721,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14595,722,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14596,723,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14597,724,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14598,725,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14599,726,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14600,727,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14601,728,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14602,729,"Профессионально обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих",2
14603,730,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14604,731,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14605,732,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14606,733,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14607,734,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14608,735,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14609,736,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14610,737,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14611,738,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14612,739,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14613,740,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14614,741,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14615,742,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14616,743,"Профессиональное обучение - программы профессиональной подготовки по профессиям рабочих, должностям служащих, программы переподготовки рабочих, служащих, программы повышения квалификации рабочих, служащих и (или) среднее профессиональное образование - программы подготовки квалифицированных рабочих, служащих, программы профессиональной переподготовки",2
14617,744,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14618,745,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14619,746,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14620,747,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14621,748,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14622,749,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14623,750,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14624,751,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14625,752,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14626,753,"Профессиональное обучение - профессиональная подготовка по профессиям рабочих, должностям служащих, переподготовка рабочих, служащих, повышение квалификации рабочих, служащих и (или) среднее профессиональное образование, подготовка квалифицированных рабочих, служащих, подготовка специалистов среднего звена",2
14627,694,-,3
14628,695,-,3
14629,696,-,3
14630,697,-,3
14631,698,-,3
14632,699,-,3
14633,700,-,3
14634,701,-,3
14635,702,-,3
14636,703,-,3
14637,704,-,3
14638,705,-,3
14639,706,-,3
14640,707,-,3
14641,708,-,3
14642,709,-,3
14643,710,-,3
14644,711,-,3
14645,712,-,3
14646,713,-,3
14647,714,-,3
14648,715,-,3
14649,716,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14650,717,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14651,718,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14652,719,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14653,720,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14654,721,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14655,722,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14656,723,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14657,724,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14658,725,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14659,726,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14660,727,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14661,728,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14662,729,Работа по профессии антенщика-мачтовика 3-го разряда не менее одного года,3
14663,730,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14664,731,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14665,732,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14666,733,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14667,734,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14668,735,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14669,736,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14670,737,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14671,738,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14672,739,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14673,740,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14674,741,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14675,742,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14676,743,Работа по профессии антенщика-мачтовика четвертого разряда не менее одного года,3
14677,744,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14678,745,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14679,746,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14680,747,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14681,748,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14682,749,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14683,750,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14684,751,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14685,752,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
14686,753,Работа по профессии антенщика-мачтовика 5-го разряда или на должности специалиста по антенно-мачтовым сооружениям не менее двух лет,3
