,id_matching,id_profstandard_part,id_vacancy,id_vacancy_part,labels,name,prof_code,prof_name,prof_text,prof_type,sc,vac_text,vector_sim
12579,75,12579,24123835.0,15014,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление заинтересованными сторонами в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.15664927477376311,навыки подготовки презентаций;,TfIdf
12421,75,12421,24123835.0,15014,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Согласование запросов на изменение в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.15507446939082048,навыки подготовки презентаций;,TfIdf
12380,75,12380,24123835.0,15014,5.0,Руководитель ИТ-проекта (направление автоматизации инвестиционного бизнеса),6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Управление заинтересованными сторонами в проектах малого и среднего уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.1540323208784769,навыки подготовки презентаций;,TfIdf
11756,76,11756,25191014.0,21957,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Идентификация конфигурации информационной системы (ИС) в соответствии с полученным планом Работать с системой контроля версий",skills,0.05608629260693605,Опыт внедрения системы 1С:ERP,TfIdf
11410,76,11410,25191014.0,21957,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Подготовка предложений по методам повышения эффективности системы управления проектами Инициирование корректирующих и предупреждающих действий на основании опыта, полученного при выполнении проектов",activities,0.047281387280446105,Опыт внедрения системы 1С:ERP,TfIdf
11294,76,11294,25191014.0,21957,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Завершение проекта в соответствии с полученным заданием Инициирование корректирующих и предупреждающих действий в системе менеджмента качества организации на основании полученного в проекте опыта",activities,0.04527608869478646,Опыт внедрения системы 1С:ERP,TfIdf
11616,76,11616,25191014.0,21957,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Повышение эффективности системы управления проектами Инициирование корректирующих и предупреждающих действий на основании опыта, полученного при выполнении проектов",activities,0.044033099418587546,Опыт внедрения системы 1С:ERP,TfIdf
11411,76,11411,25191014.0,21957,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Подготовка предложений по методам повышения эффективности системы управления проектами Предложение действий по улучшению системы управления проектами в рамках инициированных корректирующих и предупреждающих действий",activities,0.042871371707302784,Опыт внедрения системы 1С:ERP,TfIdf
11641,77,11641,23867341.0,13511,5.0,Менеджер интернет-проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Организация исполнения работ проекта в проектах любого уровня сложности в области ИТ Назначение членов команды проекта на выполнение работ по проекту в соответствии с планами проекта и требуемой квалификацией",activities,0.19280220217017685,"Опыт участия в разработке и внедрении интернет-проектов, тестировании и оптимизации",TfIdf
10601,77,10601,23867341.0,13511,5.0,Менеджер интернет-проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Разработка новых инструментов и методов управления проектами Руководитель проектов и программ проектов",posts,0.19075116672531056,"Опыт участия в разработке и внедрении интернет-проектов, тестировании и оптимизации",TfIdf
11635,77,11635,23867341.0,13511,5.0,Менеджер интернет-проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование в проектах любого уровня сложности в области ИТ Организация разработки и разработка расписания проекта",activities,0.19013580324734264,"Опыт участия в разработке и внедрении интернет-проектов, тестировании и оптимизации",TfIdf
11627,77,11627,23867341.0,13511,5.0,Менеджер интернет-проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Сбор информации для инициации проекта в проектах любого уровня сложности в области ИТ Согласование устава проекта со спонсором проекта и ключевыми заинтересованными сторонами проекта",activities,0.1899178638405736,"Опыт участия в разработке и внедрении интернет-проектов, тестировании и оптимизации",TfIdf
10622,77,10622,23867341.0,13511,5.0,Менеджер интернет-проекта,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Организация исполнения работ проекта в проектах любого уровня сложности в области ИТ Руководитель проектов и программ проектов",posts,0.18939661401103094,"Опыт участия в разработке и внедрении интернет-проектов, тестировании и оптимизации",TfIdf
11862,78,11862,25944830.0,25640,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Управление хранением документации Контролировать исполнение регламентных документов",skills,0.0872313727967019,"Умение прописывать, контролировать, тестировать ТЗ.",TfIdf
11806,78,11806,25944830.0,25640,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по выявлению требований в соответствии с полученным планом Контролировать исполнение поручений",skills,0.08705833637906835,"Умение прописывать, контролировать, тестировать ТЗ.",TfIdf
11814,78,11814,25944830.0,25640,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Реализация мер по неразглашению информации, полученной от заказчика Контролировать выданные поручения",skills,0.08582656577708529,"Умение прописывать, контролировать, тестировать ТЗ.",TfIdf
11809,78,11809,25944830.0,25640,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по анализу требований в соответствии с полученным планом Контролировать выданные поручения",skills,0.08540575533047375,"Умение прописывать, контролировать, тестировать ТЗ.",TfIdf
11784,78,11784,25944830.0,25640,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация исполнения работ проекта в соответствии с полученным планом Распределять работы и контролировать их выполнение",skills,0.0838933497013385,"Умение прописывать, контролировать, тестировать ТЗ.",TfIdf
11253,79,11253,27958495.0,31833,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация заключения договоров в проектах в соответствии с полученным заданием Согласование договоров внутри организации",activities,0.2330574066397899,Сопровождение ключевых клиентов: заключение и ведение договоров,TfIdf
11571,79,11571,27958495.0,31833,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Организация заключения дополнительных соглашений к договорам в проектах любого уровня сложности в области ИТ Ведение переговоров об изменении условий договоров",activities,0.22165546927911933,Сопровождение ключевых клиентов: заключение и ведение договоров,TfIdf
11359,79,11359,27958495.0,31833,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Организация заключения дополнительных соглашений к договорам в проектах малого и среднего уровня сложности в области ИТ Ведение переговоров об изменении условий договоров",activities,0.21849988421074218,Сопровождение ключевых клиентов: заключение и ведение договоров,TfIdf
11252,79,11252,27958495.0,31833,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация заключения договоров в проектах в соответствии с полученным заданием Подготовка договоров в проектах в соответствии с типовой формой",activities,0.2146950916085269,Сопровождение ключевых клиентов: заключение и ведение договоров,TfIdf
11257,79,11257,27958495.0,31833,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация заключения дополнительных соглашений к договорам в соответствии с полученным заданием Согласование дополнительных соглашений к договорам внутри организации",activities,0.20745110691884855,Сопровождение ключевых клиентов: заключение и ведение договоров,TfIdf
11635,80,11635,27301538.0,28268,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование в проектах любого уровня сложности в области ИТ Организация разработки и разработка расписания проекта",activities,0.07895552015966639,Понимание методологии и процессов разработки ПО,TfIdf
11690,80,11690,27301538.0,28268,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование качества в проектах любого уровня сложности в области ИТ Организация разработки и разработка плана управления качеством",activities,0.07863743251878215,Понимание методологии и процессов разработки ПО,TfIdf
11637,80,11637,27301538.0,28268,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование в проектах любого уровня сложности в области ИТ Организация разработки и разработка плана финансирования проекта",activities,0.07812492274730382,Понимание методологии и процессов разработки ПО,TfIdf
11636,80,11636,27301538.0,28268,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование в проектах любого уровня сложности в области ИТ Организация разработки и разработка сметы расходов проекта",activities,0.07724930677738912,Понимание методологии и процессов разработки ПО,TfIdf
11700,80,11700,27301538.0,28268,5.0,Руководитель IT проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Планирование управления требованиями в проектах любого уровня сложности в области ИТ Организация разработки и разработка плана управления требованиями",activities,0.07679669449666789,Понимание методологии и процессов разработки ПО,TfIdf
12104,81,12104,22845509.0,6908,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Распространение информации в проектах любого уровня сложности в области ИТ Проводить презентации",skills,0.16872287109474254,Презентации проекта различным целевым аудиториям,TfIdf
12574,81,12574,22845509.0,6908,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Распространение информации в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.16730032320458016,Презентации проекта различным целевым аудиториям,TfIdf
12107,81,12107,22845509.0,6908,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление заинтересованными сторонами в проектах любого уровня сложности в области ИТ Проводить презентации",skills,0.16473447990049267,Презентации проекта различным целевым аудиториям,TfIdf
12579,81,12579,22845509.0,6908,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Управление заинтересованными сторонами в проектах любого уровня сложности в области ИТ Технологии подготовки и проведения презентаций",knowledge,0.16340966707417298,Презентации проекта различным целевым аудиториям,TfIdf
11980,81,11980,22845509.0,6908,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Согласование запросов на изменение в проектах любого уровня сложности в области ИТ Проводить презентации",skills,0.1630518434515497,Презентации проекта различным целевым аудиториям,TfIdf
11317,82,11317,25191014.0,21947,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Идентификация рисков проектов в области ИТ в соответствии с полученным заданием Подготовка реестра рисков в соответствии с установленными регламентами",activities,0.21119563505701733,Планирование и минимизация рисков,TfIdf
11318,82,11318,25191014.0,21947,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Идентификация рисков проектов в области ИТ в соответствии с полученным заданием Согласование реестра рисков с заинтересованными сторонами проекта",activities,0.20682907612093215,Планирование и минимизация рисков,TfIdf
11750,82,11750,25191014.0,21947,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Анализ рисков в проектах любого уровня сложности в области ИТ Организация планирования и планирование работы с рисками",activities,0.2003079564589141,Планирование и минимизация рисков,TfIdf
11319,82,11319,25191014.0,21947,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Анализ рисков в проектах в области ИТ в соответствии с полученным заданием Качественный анализ рисков в проектах в области ИТ",activities,0.19985011362399485,Планирование и минимизация рисков,TfIdf
11749,82,11749,25191014.0,21947,5.0,Руководитель проектов 1С:ERP,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Анализ рисков в проектах любого уровня сложности в области ИТ Организация и выполнение качественного анализа рисков",activities,0.1935578520590157,Планирование и минимизация рисков,TfIdf
11782,83,11782,23655981.0,12372,5.0,Руководитель проекта/Руководитель сектора управленческого учета,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Планирование проекта в соответствии с полученным заданием Разрабатывать документы",skills,0.06531941315299081,Опыт самостоятельного написания нормативных документов,TfIdf
11262,83,11262,23655981.0,12372,5.0,Руководитель проекта/Руководитель сектора управленческого учета,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Управление распространением документации в соответствии с установленными регламентами Обеспечение использования актуальных версий документов",activities,0.0649289755639209,Опыт самостоятельного написания нормативных документов,TfIdf
11808,83,11808,23655981.0,12372,5.0,Руководитель проекта/Руководитель сектора управленческого учета,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по анализу требований в соответствии с полученным планом Разрабатывать документы",skills,0.06481499862168243,Опыт самостоятельного написания нормативных документов,TfIdf
11805,83,11805,23655981.0,12372,5.0,Руководитель проекта/Руководитель сектора управленческого учета,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация выполнения работ по выявлению требований в соответствии с полученным планом Разрабатывать документы",skills,0.06439836645174826,Опыт самостоятельного написания нормативных документов,TfIdf
11764,83,11764,23655981.0,12372,5.0,Руководитель проекта/Руководитель сектора управленческого учета,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ на основе полученных, планов проектов в условиях, когда проект не выходит за пределы утвержденных параметров Организация заключения договоров в проектах в соответствии с полученным заданием Разрабатывать документы",skills,0.06315010074661942,Опыт самостоятельного написания нормативных документов,TfIdf
11501,84,11501,23820918.0,13276,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Принятие мер для своевременного финансирования проектов малого и среднего уровня сложности в области ИТ Отслеживание своевременного поступления денежных средств",activities,0.24643337345627564,"Мониторинг хода исполнения проекта, прогнозирование отклонений и принятие своевременных мер по их устранению;",TfIdf
11654,84,11654,23820918.0,13276,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ любого масштаба
в условиях высокой неопределенности, вызываемой запросами на изменения и рисками, и с учетом влияния организационного окружения проекта; разработка новых инструментов и методов управления проектами в области ИТ Мониторинг и управление работами проекта в проектах любого уровня сложности в области ИТ Прогнозирование хода выполнения работ по проекту на основании утвержденных планов и фактического выполнения работ",activities,0.22156982350206914,"Мониторинг хода исполнения проекта, прогнозирование отклонений и принятие своевременных мер по их устранению;",TfIdf
10503,84,10503,23820918.0,13276,5.0,Менеджер проектов,6.016,Руководитель проектов в области информационных технологий,"Управление проектами в области ИТ малого и среднего уровня сложности в условиях неопределенностей, порождаемых запросами на изменения, с применением формальных инструментов управления рисками и проблемами проекта Принятие мер для своевременного финансирования проектов малого и среднего уровня сложности в области ИТ Руководитель проектов",posts,0.21971653103167066,"Мониторинг хода исполнения проекта, прогнозирование отклонений и принятие своевременных мер по их устранению;",TfIdf
